N;Класс_id;Класс;Спек_id;Специализация;Роль;Ресурс;Ресурс2;HP_героя;ATK_героя;DEF_героя;Speed_героя;Слот;skill_id;Название_RU;Название_EN;Иконка;type;type_RU;power;cost;gen;cost_sec;gen_sec;руны;gen_runic;cd_ходы;spellId_WoW;Описание_сейчас;Что_даёт_сейчас;NEW_power;NEW_cost;NEW_gen;NEW_cost_sec;NEW_gen_sec;NEW_cd;NEW_type;NEW_описание;Флаг;Комментарий
250;monk;Монах;brewmaster;Хмелевар;Танк;Энергия;Ци;168;12;11;10;6;purifying;Очищающий отвар;Purifying Brew;🍵;heal;Исцеление (цель/союзник);0.28;0;0;1;0;;0;0;119582;Расход 1 ци — самолечение (пока без пошатывания).;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.28 (от ATK/хил-мультипликаторов) | Ресурс: −1 Ци | Перезарядка: нет (0);;;;;;;;;;Удалить описание, вместо ци тратит 20 энергии, не тратит ход, снимает не все пошатывание а 50% от текущего
251;monk;Монах;brewmaster;Хмелевар;Танк;Энергия;Ци;168;12;11;10;7;elusive;Отвар неуловимости;Elusive Brew;💨;shield;Щит / поглощение;0.25;0;0;0;0;;0;2;115308;Щит/выживаемость (упрощ.).;Тип: Щит / поглощение | Щит: сила поглощения связана с power=0.25 и HP/ATK героя | Перезарядка: 2 ход(а/ов);;;;;;;;;;"Убрать описание, убрать КД, базовый щит 30т. за каждый выпитый ""очищающий отвар"" прибавляется 70т щита к прочности щита этого навыка(копится до прожатия, на актуальный щит прибавка не идет), после активации навыка количество стаков от ""отчищающего отвара"" обнуляется и не может превышать 2 стака"
252;monk;Монах;brewmaster;Хмелевар;Танк;Энергия;Ци;168;12;11;10;8;provoke;Вызов;Provoke;📢;taunt;Провокация;0;0;0;0;0;;0;2;115546;Провокация.;Тип: Провокация | Сила (power)=0 — интерпретация по type в движке боя | Перезарядка: 2 ход(а/ов);;;;;;;;;;Убрать описание, не тратит ход
253;monk;Монах;brewmaster;Хмелевар;Танк;Энергия;Ци;168;12;11;10;9;fort_brew;Отвар железной шкуры;Fortifying Brew;🏋️;shield;Щит / поглощение;0.45;0;0;0;0;;0;5;115203;Сильный щит (КД).;Тип: Щит / поглощение | Щит: сила поглощения связана с power=0.45 и HP/ATK героя | Перезарядка: 5 ход(а/ов);;;;;;;;;;Убрать описание, вместо щита повышает эффективность пошатывания на 50% и уменьшает получаемый урон на 30% в течении 3 ходов, КД 6
254;monk;Монах;mistweaver;Ткач туманов;Целитель;Мана;Ци;95;8;4;11;1;renewing;Заживляющий туман;Renewing Mist;✨;heal;Исцеление (цель/союзник);0.32;10;0;0;1;;0;1;115151;HoT + 1 ци.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.32 (от ATK/хил-мультипликаторов) | Ресурс: −10 Мана, +1 Ци | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
255;monk;Монах;mistweaver;Ткач туманов;Целитель;Мана;Ци;95;8;4;11;2;surging;Бурлящий туман;Surging Mist;💚;heal;Исцеление (цель/союзник);0.42;12;0;0;1;;0;0;116694;Быстрое лечение + 1 ци.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.42 (от ATK/хил-мультипликаторов) | Ресурс: −12 Мана, +1 Ци | Перезарядка: нет (0);;;;;;;;;;Пока без изм
256;monk;Монах;mistweaver;Ткач туманов;Целитель;Мана;Ци;95;8;4;11;3;enveloping;Окутывающий туман;Enveloping Mist;🌿;heal;Исцеление (цель/союзник);0.52;0;0;3;0;;0;0;124682;Расход 3 ци — hit + сильный HoT.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.52 (от ATK/хил-мультипликаторов) | Ресурс: −3 Ци | Перезарядка: нет (0);;;;;;;;;;Пока без изм
257;monk;Монах;mistweaver;Ткач туманов;Целитель;Мана;Ци;95;8;4;11;4;soothing;Успокаивающий туман;Soothing Mist;🍃;heal;Исцеление (цель/союзник);0.38;9;0;0;0;;0;0;115175;Канал-хил (мана).;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.38 (от ATK/хил-мультипликаторов) | Ресурс: −9 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
258;monk;Монах;mistweaver;Ткач туманов;Целитель;Мана;Ци;95;8;4;11;5;uft;Духовный подъём;Uplift;🙌;heal_aoe;heal_aoe;0.3;0;0;2;0;;0;0;116670;Расход 2 ци — хил отряда.;Тип: heal_aoe | Сила (power)=0.3 — интерпретация по type в движке боя | Ресурс: −2 Ци | Перезарядка: нет (0);;;;;;;;;;Пока без изм
259;monk;Монах;mistweaver;Ткач туманов;Целитель;Мана;Ци;95;8;4;11;6;spinning;Танцующий журавль;Spinning Crane Kick;🌪️;aoe;Урон по области (все враги);0.65;12;0;0;0;;0;0;101546;AoE урон.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.65 | Ресурс: −12 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
260;monk;Монах;mistweaver;Ткач туманов;Целитель;Мана;Ци;95;8;4;11;7;jab;Джаб;Jab;👊;damage;Урон (одна цель);0.85;8;0;0;1;;0;0;100780;+1 ци (мана).;Тип: Урон (одна цель) | Урон ≈ ATK × 0.85 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −8 Мана, +1 Ци | Перезарядка: нет (0);;;;;;;;;;Пока без изм
261;monk;Монах;mistweaver;Ткач туманов;Целитель;Мана;Ци;95;8;4;11;8;thunder_focus;Громовой чай;Thunder Focus Tea;☕;buff;Бафф (усиление);0.2;0;0;0;0;;0;3;116680;+атака (упрощ. усиление).;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.2) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 3 ход(а/ов)";;;;;;;;;;Пока без изм
262;monk;Монах;mistweaver;Ткач туманов;Целитель;Мана;Ци;95;8;4;11;9;revival;Восстановление сил;Revival;🌈;heal_aoe;heal_aoe;0.36;18;0;0;0;;0;5;115310;Большой хил по отряду.;Тип: heal_aoe | Сила (power)=0.36 — интерпретация по type в движке боя | Ресурс: −18 Мана | Перезарядка: 5 ход(а/ов);;;;;;;;;;Пока без изм
263;monk;Монах;windwalker;Танцующий с ветром;Боец (DPS);Энергия;Ци;100;17;3;14;1;jab;Джаб;Jab;👊;damage;Урон (одна цель);0.95;40;0;0;1;;0;0;100780;Генератор: +1 ци.;Тип: Урон (одна цель) | Урон ≈ ATK × 0.95 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −40 Энергия, +1 Ци | Перезарядка: нет (0);;;;;;;;;;Пока без изм
264;monk;Монах;windwalker;Танцующий с ветром;Боец (DPS);Энергия;Ци;100;17;3;14;2;tiger_palm;Лапа тигра;Tiger Palm;🐯;damage;Урон (одна цель);46054;0;0;1;0;;0;0;100787;Расход 1 ци.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.2 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −1 Ци | Перезарядка: нет (0);;;;;;;;;;Пока без изм
265;monk;Монах;windwalker;Танцующий с ветром;Боец (DPS);Энергия;Ци;100;17;3;14;3;bok;Удар чёрного лотоса;Blackout Kick;🦶;damage;Урон (одна цель);46113;0;0;2;0;;0;0;100784;Расход 2 ци.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.4 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −2 Ци | Перезарядка: нет (0);;;;;;;;;;Пока без изм
266;monk;Монах;windwalker;Танцующий с ветром;Боец (DPS);Энергия;Ци;100;17;3;14;4;rsk;Удар восходящего солнца;Rising Sun Kick;🌅;damage;Урон (одна цель);46143;0;0;2;0;;0;1;107428;Расход 2 ци — сильный удар.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.5 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −2 Ци | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
267;monk;Монах;windwalker;Танцующий с ветром;Боец (DPS);Энергия;Ци;100;17;3;14;5;fists;Ярость Сюэня;Fists of Fury;👊;aoe;Урон по области (все враги);46023;0;0;3;0;;0;3;113656;Расход 3 ци — AoE.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 1.1 | Ресурс: −3 Ци | Перезарядка: 3 ход(а/ов);;;;;;;;;;Пока без изм
268;monk;Монах;windwalker;Танцующий с ветром;Боец (DPS);Энергия;Ци;100;17;3;14;6;sck;Танцующий журавль;Spinning Crane Kick;🌪️;aoe;Урон по области (все враги);0.8;40;0;0;0;;0;0;101546;Энергия — AoE.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.8 | Ресурс: −40 Энергия | Перезарядка: нет (0);;;;;;;;;;Пока без изм
269;monk;Монах;windwalker;Танцующий с ветром;Боец (DPS);Энергия;Ци;100;17;3;14;7;energizing;Отвар жизненной энергии;Energizing Brew;⚡;buff;Бафф (усиление);0.15;0;30;0;0;;0;4;115288;+30 энергии.;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.15) — см. описание; длительность в бою по правилам type=buff | Ресурс: +30 Энергия | Перезарядка: 4 ход(а/ов)";;;;;;;;;;Пока без изм
270;monk;Монах;windwalker;Танцующий с ветром;Боец (DPS);Энергия;Ци;100;17;3;14;8;tigereye;Пиво тигриного глаза;Tigereye Brew;🍺;buff;Бафф (усиление);0.28;0;0;0;0;;0;2;116740;#ИМЯ?;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.28) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 2 ход(а/ов)";;;;;;;;;;Пока без изм
271;monk;Монах;windwalker;Танцующий с ветром;Боец (DPS);Энергия;Ци;100;17;3;14;9;touch_death;Касание смерти;Touch of Death;💀;damage;Урон (одна цель);31048;0;0;3;0;;0;4;115080;Расход 3 ци. Добивание ≤35%.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.85 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −3 Ци | Перезарядка: 4 ход(а/ов);;;;;;;;;;Пока без изм
272;druid;Друид;balance;Баланс;Боец (DPS);Мана;Затмение;95;17;3;11;1;wrath;Гнев;Wrath;🌟;damage;Урон (одна цель);42005;5;0;0;12;;0;0;5176;Заполнитель +12 к шкале затмения.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.15 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −5 Мана, +12 Затмение | Перезарядка: нет (0);;;;;;;;;;Пока без изм
273;druid;Друид;balance;Баланс;Боец (DPS);Мана;Затмение;95;17;3;11;2;starfire;Звёздный огонь;Starfire;⭐;damage;Урон (одна цель);49310;7;0;0;15;;0;0;2912;Сильный удар +15 к затмению.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.35 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −7 Мана, +15 Затмение | Перезарядка: нет (0);;;;;;;;;;Пока без изм
274;druid;Друид;balance;Баланс;Боец (DPS);Мана;Затмение;95;17;3;11;3;moonfire;Лунный огонь;Moonfire;🌙;dot;Урон со временем (DoT);0.6;5;0;0;0;;0;0;8921;DoT.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.6 (тик от ATK) | Ресурс: −5 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
275;druid;Друид;balance;Баланс;Боец (DPS);Мана;Затмение;95;17;3;11;4;sunfire;Солнечный огонь;Sunfire;☀️;dot;Урон со временем (DoT);0.6;5;0;0;0;;0;0;93402;DoT.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.6 (тик от ATK) | Ресурс: −5 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
276;druid;Друид;balance;Баланс;Боец (DPS);Мана;Затмение;95;17;3;11;5;starsurge;Звёздный поток;Starsurge;💫;damage;Урон (одна цель);20090;8;0;0;0;;0;1;78674;Сильный удар (КД).;Тип: Урон (одна цель) | Урон ≈ ATK × 1.55 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −8 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
277;druid;Друид;balance;Баланс;Боец (DPS);Мана;Затмение;95;17;3;11;6;starfall;Звездопад;Starfall;🌠;aoe;Урон по области (все враги);0.95;12;0;0;0;;0;3;48505;AoE.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.95 | Ресурс: −12 Мана | Перезарядка: 3 ход(а/ов);;;;;;;;;;Пока без изм
278;druid;Друид;balance;Баланс;Боец (DPS);Мана;Затмение;95;17;3;11;7;hurricane;Ураган;Hurricane;🌪️;aoe;Урон по области (все враги);0.8;12;0;0;0;;0;0;16914;AoE-канал.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.8 | Ресурс: −12 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
279;druid;Друид;balance;Баланс;Боец (DPS);Мана;Затмение;95;17;3;11;8;celestial;Небесное соострование;Celestial Alignment;🌌;buff;Бафф (усиление);0.32;0;0;0;0;;0;5;112071;+атака (упрощ. оба затмения).;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.32) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Пока без изм
280;druid;Друид;balance;Баланс;Боец (DPS);Мана;Затмение;95;17;3;11;9;incarnation;Воплощение;Incarnation: Chosen of Elune;🦉;buff;Бафф (усиление);0.28;0;0;0;0;;0;5;102560;#ИМЯ?;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.28) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Пока без изм
281;druid;Друид;feral;Сила зверя;Боец (DPS);Энергия;Серия приёмов;100;17;3;14;1;shred;Полоснуть;Shred;✂️;damage;Урон (одна цель);45658;40;0;0;1;;0;0;5221;Набор серии.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.25 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −40 Энергия, +1 Серия приёмов | Перезарядка: нет (0);;;;;;;;;;Пока без изм
282;druid;Друид;feral;Сила зверя;Боец (DPS);Энергия;Серия приёмов;100;17;3;14;2;rake;Глубокая рана;Rake;🩸;dot;Урон со временем (DoT);0.6;35;0;0;1;;0;0;1822;DoT + 1 к серии.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.6 (тик от ATK) | Ресурс: −35 Энергия, +1 Серия приёмов | Перезарядка: нет (0);;;;;;;;;;Пока без изм
283;druid;Друид;feral;Сила зверя;Боец (DPS);Энергия;Серия приёмов;100;17;3;14;3;rip;Разорвать;Rip;💔;dot;Урон со временем (DoT);0.8;30;0;1;0;;0;0;1079;Завершающий DoT (вся серия).;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.8 (тик от ATK) | Ресурс: −30 Энергия, −1 Серия приёмов | Перезарядка: нет (0);;;;;;;;;;Пока без изм
284;druid;Друид;feral;Сила зверя;Боец (DPS);Энергия;Серия приёмов;100;17;3;14;4;ferocious;Свирепый укус;Ferocious Bite;🦷;damage;Урон (одна цель);20090;25;0;1;0;;0;0;22568;Завершающий урон.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.55 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −25 Энергия, −1 Серия приёмов | Перезарядка: нет (0);;;;;;;;;;Пока без изм
285;druid;Друид;feral;Сила зверя;Боец (DPS);Энергия;Серия приёмов;100;17;3;14;5;thrash;Взбучка;Thrash;🌀;aoe;Урон по области (все враги);0.75;45;0;0;1;;0;0;106830;AoE + 1 к серии.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.75 | Ресурс: −45 Энергия, +1 Серия приёмов | Перезарядка: нет (0);;;;;;;;;;Пока без изм
286;druid;Друид;feral;Сила зверя;Боец (DPS);Энергия;Серия приёмов;100;17;3;14;6;tigers_fury;Тигриное неистовство;Tiger's Fury;🐯;buff;Бафф (усиление);0.18;0;50;0;0;;0;3;5217;+50 энергии и +атака.;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.18) — см. описание; длительность в бою по правилам type=buff | Ресурс: +50 Энергия | Перезарядка: 3 ход(а/ов)";;;;;;;;;;Пока без изм
287;druid;Друид;feral;Сила зверя;Боец (DPS);Энергия;Серия приёмов;100;17;3;14;7;berserk;Берсерк;Berserk;😡;buff;Бафф (усиление);0.28;0;0;0;0;;0;5;106951;#ИМЯ?;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.28) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Пока без изм
288;druid;Друид;feral;Сила зверя;Боец (DPS);Энергия;Серия приёмов;100;17;3;14;8;savage_roar;Дикий рёв;Savage Roar;📢;buff;Бафф (усиление);0.22;25;0;1;0;;0;0;52610;Завершающий: +атака.;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.22) — см. описание; длительность в бою по правилам type=buff | Ресурс: −25 Энергия, −1 Серия приёмов | Перезарядка: нет (0)";;;;;;;;;;Пока без изм
289;druid;Друид;feral;Сила зверя;Боец (DPS);Энергия;Серия приёмов;100;17;3;14;9;swipe;Размах;Swipe;👋;aoe;Урон по области (все враги);0.75;40;0;0;1;;0;0;62078;AoE + 1 к серии.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.75 | Ресурс: −40 Энергия, +1 Серия приёмов | Перезарядка: нет (0);;;;;;;;;;Пока без изм
290;druid;Друид;guardian;Страж;Танк;Ярость;;180;12;12;8;1;mangle;Увечье;Mangle;🐻;damage;Урон (одна цель);46023;0;12;0;0;;0;1;33878;Генератор: +12 ярости.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.1 (модификаторы крита/мастерства/vers/баффы) | Ресурс: +12 Ярость | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
291;druid;Друид;guardian;Страж;Танк;Ярость;;180;12;12;8;2;thrash;Взбучка;Thrash;🌀;aoe;Урон по области (все враги);0.85;20;0;0;0;;0;0;77758;Расход 20 — AoE.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.85 | Ресурс: −20 Ярость | Перезарядка: нет (0);;;;;;;;;;Пока без изм
292;druid;Друид;guardian;Страж;Танк;Ярость;;180;12;12;8;3;lacerate;Растерзать;Lacerate;🩸;dot;Урон со временем (DoT);0.65;15;0;0;0;;0;0;33745;Расход 15 — DoT.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.65 (тик от ATK) | Ресурс: −15 Ярость | Перезарядка: нет (0);;;;;;;;;;Пока без изм
293;druid;Друид;guardian;Страж;Танк;Ярость;;180;12;12;8;4;maul;Трепка;Maul;👊;damage;Урон (одна цель);46113;30;0;0;0;;0;0;6807;Главный расход 30 ярости.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.4 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −30 Ярость | Перезарядка: нет (0);;;;;;;;;;Пока без изм
294;druid;Друид;guardian;Страж;Танк;Ярость;;180;12;12;8;5;frenzied;Неистовое восстановление;Frenzied Regeneration;💚;heal;Исцеление (цель/союзник);0.38;50;0;0;0;;0;2;22842;Расход 50 — самолечение.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.38 (от ATK/хил-мультипликаторов) | Ресурс: −50 Ярость | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
295;druid;Друид;guardian;Страж;Танк;Ярость;;180;12;12;8;6;savage_def;Дикая защита;Savage Defense;🛡️;shield;Щит / поглощение;0.4;50;0;0;0;;0;0;62606;Расход 50 — щит.;Тип: Щит / поглощение | Щит: сила поглощения связана с power=0.4 и HP/ATK героя | Ресурс: −50 Ярость | Перезарядка: нет (0);;;;;;;;;;Пока без изм
296;druid;Друид;guardian;Страж;Танк;Ярость;;180;12;12;8;7;barkskin;Дубовая кожа;Barkskin;🪵;shield;Щит / поглощение;0.32;0;0;0;0;;0;4;22812;Щит (КД).;Тип: Щит / поглощение | Щит: сила поглощения связана с power=0.32 и HP/ATK героя | Перезарядка: 4 ход(а/ов);;;;;;;;;;Пока без изм
297;druid;Друид;guardian;Страж;Танк;Ярость;;180;12;12;8;8;survival;Инстинкты выживания;Survival Instincts;❤️;shield;Щит / поглощение;0.48;0;0;0;0;;0;5;61336;Сильный щит (КД).;Тип: Щит / поглощение | Щит: сила поглощения связана с power=0.48 и HP/ATK героя | Перезарядка: 5 ход(а/ов);;;;;;;;;;Пока без изм
298;druid;Друид;guardian;Страж;Танк;Ярость;;180;12;12;8;9;growl;Рык;Growl;📢;taunt;Провокация;0;0;0;0;0;;0;2;6795;Провокация.;Тип: Провокация | Сила (power)=0 — интерпретация по type в движке боя | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
299;druid;Друид;restoration;Исцеление;Целитель;Мана;;95;8;4;10;1;reju;Омоложение;Rejuvenation;🍃;heal;Исцеление (цель/союзник);0.34;8;0;0;0;;0;0;774;HoT: hit + тики.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.34 (от ATK/хил-мультипликаторов) | Ресурс: −8 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
300;druid;Друид;restoration;Исцеление;Целитель;Мана;;95;8;4;10;2;regrowth;Восстановление;Regrowth;🌱;heal;Исцеление (цель/союзник);0.42;13;0;0;0;;0;0;8936;Hit + HoT.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.42 (от ATK/хил-мультипликаторов) | Ресурс: −13 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
301;druid;Друид;restoration;Исцеление;Целитель;Мана;;95;8;4;10;3;ht;Целительное прикосновение;Healing Touch;💚;heal;Исцеление (цель/союзник);0.52;14;0;0;0;;0;0;5185;Сильное лечение.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.52 (от ATK/хил-мультипликаторов) | Ресурс: −14 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
302;druid;Друид;restoration;Исцеление;Целитель;Мана;;95;8;4;10;4;wg;Буйный рост;Wild Growth;🌸;heal_aoe;heal_aoe;0.28;16;0;0;0;;0;2;48438;Хил по области.;Тип: heal_aoe | Сила (power)=0.28 — интерпретация по type в движке боя | Ресурс: −16 Мана | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
303;druid;Друид;restoration;Исцеление;Целитель;Мана;;95;8;4;10;5;swiftmend;Быстрое восстановление;Swiftmend;⚡;heal;Исцеление (цель/союзник);0.5;10;0;0;0;;0;2;18562;Сильный мгновенный хил.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.5 (от ATK/хил-мультипликаторов) | Ресурс: −10 Мана | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
304;druid;Друид;restoration;Исцеление;Целитель;Мана;;95;8;4;10;6;lifebloom;Жизнецвет;Lifebloom;🌼;heal;Исцеление (цель/союзник);0.32;8;0;0;0;;0;0;33763;HoT на 3 хода.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.32 (от ATK/хил-мультипликаторов) | Ресурс: −8 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
305;druid;Друид;restoration;Исцеление;Целитель;Мана;;95;8;4;10;7;tranq;Спокойствие;Tranquility;☮️;heal_aoe;heal_aoe;0.36;18;0;0;0;;0;5;740;Большой хил по отряду.;Тип: heal_aoe | Сила (power)=0.36 — интерпретация по type в движке боя | Ресурс: −18 Мана | Перезарядка: 5 ход(а/ов);;;;;;;;;;Пока без изм
306;druid;Друид;restoration;Исцеление;Целитель;Мана;;95;8;4;10;8;nourish;Покровительство природы;Nourish;🌿;heal;Исцеление (цель/союзник);0.4;9;0;0;0;;0;0;50464;Экономичное лечение.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.4 (от ATK/хил-мультипликаторов) | Ресурс: −9 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
307;druid;Друид;restoration;Исцеление;Целитель;Мана;;95;8;4;10;9;moonfire;Лунный огонь;Moonfire;🌙;dot;Урон со временем (DoT);0.55;5;0;0;0;;0;0;8921;Заполнитель урона.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.55 (тик от ATK) | Ресурс: −5 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
308;engineer;Гном-инженер;mechanist;Механист;Боец (DPS);Пар;Детали;100;16;5;11;1;wrench_bash;Удар гаечным ключом;Wrench Bash;🔧;damage;Урон (одна цель);46143;0;18;0;1;;0;0;90001;Ближний удар. +Пар, +1 деталь.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.05 (модификаторы крита/мастерства/vers/баффы) | Ресурс: +18 Пар, +1 Детали | Перезарядка: нет (0);;;;;;;;;;Пока без изм
309;engineer;Гном-инженер;mechanist;Механист;Боец (DPS);Пар;Детали;100;16;5;11;2;rivet_gun;Заклёпочный пистолет;Rivet Gun;🔫;damage;Урон (одна цель);44562;25;0;0;1;;0;0;90002;Очередь заклёпок. +1 деталь.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.22 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −25 Пар, +1 Детали | Перезарядка: нет (0);;;;;;;;;;Пока без изм
310;engineer;Гном-инженер;mechanist;Механист;Боец (DPS);Пар;Детали;100;16;5;11;3;plasma_cutter;Плазменный резак;Plasma Cutter;✳️;damage;Урон (одна цель);52963;35;0;0;0;;0;0;90003;Точный режущий луч.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.45 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −35 Пар | Перезарядка: нет (0);;;;;;;;;;Пока без изм
311;engineer;Гном-инженер;mechanist;Механист;Боец (DPS);Пар;Детали;100;16;5;11;4;deploy_turret;Развёртывание турели;Deploy Turret;🗼;summon;Призыв / пет;1;40;0;2;0;;0;3;90004;Турель на 4 хода. 2 детали.;"Тип: Призыв / пет | Призыв механики/пета; power=1 | Ресурс: −40 Пар, −2 Детали | Перезарядка: 3 ход(а/ов)";;;;;;;;;;Пока без изм
312;engineer;Гном-инженер;mechanist;Механист;Боец (DPS);Пар;Детали;100;16;5;11;5;overclock;Разгон;Overclock;⚡;buff;Бафф (усиление);0.25;20;0;0;0;;0;3;90005;+ATK себе (и механизмам рядом по духу).;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.25) — см. описание; длительность в бою по правилам type=buff | Ресурс: −20 Пар | Перезарядка: 3 ход(а/ов)";;;;;;;;;;Пока без изм
313;engineer;Гном-инженер;mechanist;Механист;Боец (DPS);Пар;Детали;100;16;5;11;6;emergency_repair;Аварийный ремонт;Emergency Repair;🩹;heal;Исцеление (цель/союзник);0.38;30;0;0;0;;0;3;90006;Сварка корпуса: лечение.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.38 (от ATK/хил-мультипликаторов) | Ресурс: −30 Пар | Перезарядка: 3 ход(а/ов);;;;;;;;;;Пока без изм
314;engineer;Гном-инженер;mechanist;Механист;Боец (DPS);Пар;Детали;100;16;5;11;7;call_siege_walker;Осадный ходун;Siege Walker;🦾;summon;Призыв / пет;1;50;0;3;0;;0;5;90007;Тяжёлый боевой механизм на 4 хода. 3 детали.;"Тип: Призыв / пет | Призыв механики/пета; power=1 | Ресурс: −50 Пар, −3 Детали | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Пока без изм
315;engineer;Гном-инженер;mechanist;Механист;Боец (DPS);Пар;Детали;100;16;5;11;8;scrap_shot;Выстрел металлоломом;Scrap Shot;🧱;damage;Урон (одна цель);46357;20;0;0;0;;0;0;90008;Заполнитель из обломков.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.12 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −20 Пар | Перезарядка: нет (0);;;;;;;;;;Пока без изм
